Title,Rating,Genre,Description,Casts,Country
Love in a Fallen City (2021),Three & Half Stars,"Drama , Action , Drama , Melodrama , Romance , War , Chinese | Episodes 40","During a mission, young general Lu Haoting falls in love with a maiden named Gu Wanyi. Love blossoms between the two, and the trust and reliance of their love gives Lu Haoting the courage to strive. He and his fellow comrades helped the citizens annihilate all kinds of evil forces, slowly realizing the peace of the Central plans. However, enemy forces invade the Center plans and causes misunderstandings between Lu and Gu, causing them to separate. Gu Wanyi was also captured, and used threatened to reveal Lu Haoting's weakness. However, Gu Wanyi refuses to work with the traitors. Finally, Lu Haoting uses his intelligence and wits to defeat the enemies, and save Gu Wanyi from danger. After going through a series of struggles, Lu Haoting and Gu Wanyi finally reconcile. They realize that loyalty, mannerism, intelligence and trust are what keeps them going and growing. The two promised never to leave each other, and work together to help protect the country. ","{'', 'Chen Xing Xu\nSupport Role', 'Cao Bing Kun\nSupport Role', 'Sun Chun\nMain Role', 'Ruan Ethan\nMain Role', 'Jackie Li\nSupport Role', 'Lin Zoey\nSupport Role', 'Lei Han\nSupport Role', 'Li Mu Ge', 'Li Yi Yi\nSupport Role', 'Luo Hai Qiong\nSupport Role', 'Gu Jia\nSupport Role', 'Wang Guan\nSupport Role', 'Zheng Xiao Ning\nSupport Role', 'Chun Shan Leng', 'Jiang Fang Ting\nSupport Role', 'Zhu Xu Dan\nMain Role', 'Yan Su\nSupport Role', 'Wang Tian Chen\nMain Role', 'Zhang Ding Han\nSupport Role', 'Dong Yong\nSupport Role'}",Chinese
The Snow Queen (2018),Three Stars,"Drama , Action , Drama , Romance , War , Chinese | Episodes 50","During the time when Manchuria was a puppet state of the Empire of Japan, a young woman from the Northern Country engages in a life-and-death struggle against her enemies and earns the name Snow Queen. After the Mukden Incident in 1931, the Gu Family, who had been resisting the Japanese military, is massacred. Only their adopted daughter Gu Xue Ying escapes and she travels to Qiqihar to reunite with her fiancee Gu Zhao Long, who has infiltrated the Manchukuo military. Believing her fiancee has betrayed the family, Gu Xue Ying vows to kill him. Her journey takes her to the Qian Mountains where she joins a band of freedom fighters and takes part in the Defense of Harbin. She and Gu Zhao Long encounter each other several times as opponents in battle. Meanwhile, she finds herself falling in love with military strategist Shen Lei Zhi.","{'', 'Collin Chou\nSupport Role', 'Alimjan Reyizha\nMain Role', 'Yin Zhu Sheng\nSupport Role', 'Yan Li Yan\nUnknown Role', 'Qiao Kimi\nMain Role', 'Gu Wen Ze\nSupport Role', 'Yuen Wah\nSupport Role', 'Na Gwang Hoon\nSupport Role', 'Du Bella\nSupport Role', 'Wang Yan Su\nSupport Role', 'Kuo Dylan\nMain Role', 'Support Role', 'Vicky Chen\nSupport Role', 'On Andy\nMain Role', 'Sun Kris\nSupport Role', 'Wei Ni\nSupport Role', 'Yang Yang\nUnknown Role', 'Wang Jiro\nGuest Role'}",Chinese
My Stupid Cute Husband (2016),Three Stars,"Drama , Comedy , Drama , Romance , Chinese | Episodes 20+","Lei Xiao Tao and Yang Kang are very much in love with each other. Their lives have been shocking since the beginning of the marriage. The parents of both parties do not recognize such a rushed marriage. Both husband and wife have a good job and plan to start their own future. Luo Yi's appearance has changed everything. In the competition between Luo Yi and Yang Kang, Lei Xiao Tao finally realizes who she loves.","{'Li Jian Xin\nSupport Role', 'Deng Sha\nSupport Role', 'Ma Rui\nSupport Role', 'Tsui Jeremy\nMain Role', 'Ma Shu Liang\nSupport Role', 'Wang Jia Jia\nMain Role', 'Kan Adi\nSupport Role', 'Yang Yang\nMain Role'}",Chinese
Unrequited Love (2021),Three Stars,"Drama , Drama , Friendship , Life , Romance , School , Youth , Chinese | Episodes 42","A story about a girl's one-sided love for a boy that follows them until they bravely face their feelings for each other. Luo Zhi and Huai Nan were childhood playmates when they attended a wedding. Because of a family problem, Luo Zhi had been diligently focusing on her studies. She and Huai Nan were not close in high school though they both ended up in the same university. Destiny brings them together at an excursion in Red Canyon Valley. Their relationship develops as they start to hit it off. However, Ye Zhanyan and Ding Shui Jing's meddling as well as complicated personal matters lead to all sorts of misunderstandings. ","{'', 'Zhang Yi Jie\nZhang Ming Rui\nSupport Role', 'Nagima\nXu Ri Qing\nSupport Role', 'Hu Yi Tian\nSheng Huai Nan\nMain Role', 'Liu Jia\nYe Zhan Yan\nSupport Role', 'Deng Shang\nGobi\nSupport Role', 'Hu Bing Qing\nLuo Zhi\nMain Role', 'Zhai Xiao Wen\nXu Zhi An\nSupport Role', 'Pu Tao\nDing Shui Jing\nSupport Role', 'Gratitude Dai\nChen Jing\nSupport Role', 'Support Role', 'Liu Mikan\nJiang Bai Li\nSupport Role'}",Chinese
Flower Pinellia (2013),Three & Half Stars,"Drama , Drama , Romance , Chinese | Episodes 30","At the age of 7, Wei Ru Feng was taken into the home of Grandmother Xia and brought up with her granddaughter Xia Ru Hua who'd also lost both parents at a young age. After Grandmother's death 10 years later, the two depended on each other for survival and profound feelings develop. Their peaceful lives are disrupted after an unexpected incident - Ru Hua is raped by a juvenile delinquent named A Fu, and during an enraged Ru Feng's quest for revenge, he meets business proprietor Cheng Hao. Drastic changes occur in Ru Feng's life from that moment on as he's sucked into a vortex of material temptation and emotional instability. Meanwhile, the truth behind Ru Feng's family background comes to light..","{'', 'Wei Wei\nSupport Role', 'Yang Xiao Bo\nSupport Role', 'Yang Yang\nMain Role', 'Ma Xiao Can\nUnknown Role', 'Kan Adi\nSupport Role', 'Wei Yi Bo\nSupport Role', 'Miu Michael\nSupport Role', 'Zhang Jenny\nMain Role', 'Li Qin\nMain Role', 'Jiu Ye Hui\nUnknown Role', 'Fei Long\nSupport Role', 'Fang Zi Bin\nSupport Role', 'You Yong\nSupport Role', 'Support Role', 'Li Xiang\nUnknown Role', 'Gui Ya Lei\nMain Role', 'Zhou Mei Yi\nSupport Role', 'Jaime Chik\nSupport Role', 'Lin Shen\nMain Role'}",Chinese
Brilliant Heart Like Jade (2021),Three Stars,"Drama , Drama , Historical , Life , Romance , Chinese | Episodes 50","Set during the Ming Dynasty, the story revolves around the romance between General Xu Lingyi and the concubine's daughter Shiyiniang that starts from an arranged marriage. Despite being born with a low status, Luo Shiyiniang is extremely assertive and believes that a woman's vision should not be limited to the household. She hopes to rely on her embroidery skills as a ticket to freedom. However, the once esteemed Luo family is in a state of decline. Hoping to save the clan through a marriage alliance, Shiyiniang is selected to become the wife of Yongping Duke and great general Xu Lingyi. Things were not easy for Shiyiniang due to the Xu family's biases towards her. Nonetheless, she manages to win over their trust through her optimism and sincerity. Xu Lingyi also becomes attracted to Shiyiniang's various beautiful qualities such that husband and wife manage to find love after marriage. Through Xu Lingyi's support, Shiyiniang opens Xian Ling Pavillion to have her own embroidery workshop. Meanwhile, Xu Lingyi experiences many setbacks as he tries to protect his homeland and improve the livelihood of the people by supporting the lifting of a maritime ban. As they face a crisis that could spell the end for the Xu family, Xu Lingyi and Shiyiniang continue to support each other through thick and thin.",not available,Chinese
I Once Remembered That Guy (2021),Three Stars,"Drama , Romance , School , Youth , Chinese | Episodes 28",A group of high school friends goes through the process of working hard to realise their dreams. Zhang Yang and Zhou Jing encourage each other as they meander through sweet and often torturous campus life creating a beautiful and warm youth together. ,"{'', 'Zhu Lin Yu\nMain Role', 'Zhao You Wei\nSupport Role', 'Liu Huan Yu\nSupport Role', 'Cai Yi Ming\nSupport Role', 'Qin Tian\nSupport Role', 'Jiang Yi Ming\nSupport Role', 'Feng Wan He\nSupport Role', 'Feng Chu Xuan\nSupport Role', 'Zhao Ze Fan\nSupport Role', 'Support Role', 'Daniel Zhou\nMain Role'}",Chinese
A Village Full of Blossoming Flowers (2021),Three Stars,"Drama , Drama , Chinese | Episodes 33",A Village Full of Blossoming Flowers,"{'Ma Shu Liang\nMain Role', 'Shen Ji Jun\nUnknown Role', 'Ding Yong Dai\nMain Role', 'Xue Ji Jun\nUnknown Role', 'Lai Xi\nMain Role', 'Jiao Ti Yi\nMain Role'}",Chinese
When We Write Love Story (2020),Three Stars,"Drama , Kshow , Chinese | Episodes 10+","In a reality show like no other, six stars come together in a parallel time and space to delight audiences of all ages. Pairing off into teams, Li Yi Tong, Ian Wang, Qin Lan, Jasper Liu, Yang Chaoyue, and Hou Ming Hao are challenged to not only write an idol drama love story, but also bring that story to life. Working as screenwriters, directors, and actors, the three teams must compete against each other to create an original love story that captures the hearts of viewers the world over. Are these stars up to the task or will the challenges of such a unique concept prove to be too much?","{'Li Yi Tong\nRegular Member', 'Wang Yan Lin\nRegular Member', 'Hou Ming Hao\nRegular Member', 'Wang Yi Jin\nGuest Role', 'Qin Lan\nRegular Member', 'Liu Jasper\nRegular Member', 'Yang Chao Yue\nRegular Member'}",Chinese
The Dragnet (2021),Two & Half Stars,"Drama , Crime , Detective , Drama , Chinese | Episodes 30+","In the case that our police have no law enforcement power overseas, the task force members led by Gao Xiaotian demonstrated outstanding wisdom, extraordinary courage, and superb skills in cooperating with overseas law enforcement agencies. The members of the task force attacked and arrested Lin Guoxiong, the leader of Taiwanese telecom scammers who repeatedly severely harmed our mainland compatriots in a Southeast Asian country; in the United States, they persuaded two key witnesses of a high-level cadre corruption case who had absconded to return to China. In a certain South American country, we cleared out two local gangsters that severely harmed the property and lives of our overseas Chinese. They worked tirelessly to complete various overseas tasks and successfully protected the security of our country's legal system and the interests of the people. ","{'', 'Danny\nSupport Role', 'Qi Jiu Zhou\nSupport Role', 'Faye Yu\nSupport Role', 'Tsang Kenneth\nSupport Role', 'Wang Yu\nSupport Role', 'Zhao Jun\nSupport Role', 'Shi Liang\nSupport Role', 'Lam Suet\nSupport Role', 'Ke Lan\nMain Role', 'Ma Yin Yin\nSupport Role', 'Li Ning\nSupport Role', 'Wu Guo Hua\nSupport Role', 'Yam Simon\nSupport Role', 'Wu Gang\nMain Role', 'Support Role'}",Chinese
The Bamboo Horse Falls into the Sky (2021),Three Stars,"Drama , Animals , Drama , Fantasy , Romance , Chinese | Episodes 10+","Through the love story of Su Ran Ran, her story follows her journey on learning how to love and be loved, ultimately leading her onto the path on how to become a better version of herself under the unexpected confession of the exchange of souls between Zhuang Xu and Xu Qi Heng.",not available,Chinese
A Girl Like Me (2021),Three Stars,"Drama , Action , Comedy , Drama , Historical , Romance , Chinese | Episodes 40+","Ban Hua is a beautiful woman who has come close to married bliss three times. But her straight-shooting, frank manner, and explosive temper have meant that every potential relationship ended in disaster and divorce – even though deep down, she is actually very well-meaning and thoughtful. One day, she discovers that she has a rare talent: She can forecast the future through her dreams. She uses this gift to help her family out of a tight spot. But her life changes forever when she meets Rong Xia, a young maverick whose family has befallen a tragic fate. Rong Xia is on the hunt for answers about what happened to his family, as well as clues about his true identity, which has been kept a secret from him all his life. Together, the duo strikes up a partnership, with Ban Hua determined to help Rong Xia learn the truth. But as their relationship deepens, could this be a case of fourth time lucky in love for her? ","{'', 'Yin Guo Hua\nSupport Role', 'Song Han Yu\nSupport Role', 'Zhan Yu\nSupport Role', 'Chen Wei Xiang\nUnknown Role', 'Qu Shuang Shuang\nSupport Role', 'Ye Chao\nSupport Role', 'Elaine Wang\nSupport Role', 'Hou Ming Hao\nMain Role', 'Chen Zheng Yang\nSupport Role', 'Qi Shuai', 'Meng Wei\nSupport Role', 'Guan Xiao Tong\nMain Role', 'Yang Xiao Bo', 'Shao Tian\nSupport Role', 'Rao Jun\nUnknown Role', 'Hu Yoo En\nSupport Role', 'Zhao Shun Ran\nSupport Role', 'Yue Xia Die Ying', 'Li Ze Hui\nSupport Role', 'Zhao Lv\nSupport Role', 'Wu Yu Heng\nSupport Role'}",Chinese
Hello Debate Opponent 2 (2021),Three & Half Stars,"Drama , Drama , Romance , School , Youth , Chinese | Episodes 30","A story revolving around a debate club which is facing the risk of being replaced. In order to become a school reknowned for its strong debating skills, and to relieve the stress of competition from the official school team, the teachers decide to form a ""spare tyre"" team to dilute the scores. From a replaceable team to well-valued one, in the process of polishing their debating skills, the group of students gradually develop a genuine interest toward debating; forming invaluable friendships and picking up valuable skills along the way. Arrogant and stubborn Xiao Yu learnt how to listen and give in to others; Tao Zenan who always wants to please others learnt to say ""no"", Nan Bei who was feeling lost found his direction in life, Ma Nanze who has a fear of stepping out into society learnt to overcome his fear. However seeing the rapid growth and improvement of the team, the principal was worried that they would stand out too much in the national competition and steal the limelight from the official school team, and started to pick on them. In order to enter the National Competition, the team overcome numerous obstacles and finally managed to stand on their desired stage. Facing strong opponents, pressure from school and the desire to achieve both team glory and their own dreams, they have to make the most difficult choice in their one year of preparation.","{'Wang Ze Xuan\nMain Role', 'Wu Jia Yi\nMain Role', 'Chen Ze\nMain Role', 'Zhai Zi Lu\nMain Role', 'Lu Zhao Hua\nMain Role', 'Zhang Ke Ying\nMain Role', 'Mi Mi\nMain Role', 'Wang Yi Xuan\nSupport Role', 'Zhang Lei\nSupport Role'}",Chinese
So Young (2013),Three Stars,"Movie , Comedy , Life , Romance , Youth , Chinese | Episodes 40","Built on the melancholy theme “disappear with the wind,” the film will center around the trials and tribulations of youths as they struggle to find their way in this changing world. (A young girl pursues her childhood sweetheart, and finally gets into the college he went to, only to learn that he has left to study abroad. She makes new friends, becomes enemies with a cold but handsome man, and then falls for him – but wait, there’s more! She graduates college, and years later, both men return to her life","{'Huang Ming\nZhao Shi Young\nSupporting Role', 'Wang Wilson\nWang Ya Ming\nSupporting Role', 'Chao Mark\nChen Xiao Zheng\nMain Role', 'Tong Li Ya\nShi Jie\nSupporting Role', 'Jiang Maggie\nRuan Guan\nSupporting Role', 'Zheng Ryan\nXu Kai Yang\nSupporting Role', 'Han Geng\nLin Jing\nMain Role', ""Hong Pan\n[Chen's mother]\nSupporting Role"", 'Yang Zi Shan\nZheng Wei\nMain Role'}",Chinese
Chivalrous Hero Lu Xiao Yu (2021),Two & Half Stars,"Drama , Action , Comedy , Drama , Martial Arts , Chinese | Episodes 24","Having mastered the martial skills taught him by Master Bai Mei, Lu Xiaoyu gears up to face greater challenges ahead - life, love, and war. How will he cope with the hard knocks of real life having lived a sheltered life in the mountains?","{'', 'Bao Lei\nSupport Role', 'Lu Zheng Yu\nUnknown Role', 'Liu Yu Chen\nSupport Role', 'Cai Wen Jing\nMain Role', 'Wu Jian\nSupport Role', 'Wang Guan\nSupport Role', 'Wang Zi Run\nSupport Role', 'Fan Wei\nSupport Role', 'Yue Yao Li\nSupport Role', 'Wang Han\nSupport Role', 'Support Role'}",Chinese
A Tale of the Wanderers (2021),Three Stars,"Drama , Adventure , Drama , Friendship , Historical , Mystery , Wuxia , Chinese | Episodes 36","Zhou Zishu gets embroiled in a conspiracy in the martial arts world after quitting his job as the leader of an organization tasked with protecting royalty. He meets Wen Kexing, a mysterious martial artist who escapes from the Ghost Valley to avenge his parents’ deaths. They become fast friends and embark on an adventure to find a legendary treasure that will give its owner ultimate power over jianghu.","{'', 'Ma Wen Yuan\nMain Role', 'Amman Yuan\nSupport Role', 'Li Man\nGuest Role', 'Guo Damon\nSupport Role', 'Qiao Zhen Yu\nGuest Role', 'Bryan Leung\nSupport Role', 'Kou Zhen Hai\nSupport Role', 'Gary Sing', 'Chen Zi Han\nGuest Role', 'Huang Ming\nSupport Role', 'Li Dai Kun\nSupport Role', 'Fan Jin Wei\nGuest Role', 'Zhang Zhe Han\nMain Role', 'Wei Miles\nGuest Role', 'Guo Ya Sha', 'Wang Ruo Lin\nSupport Role', 'Shen Bao Ping\nSupport Role', 'Song Ya Gang\nGuest Role', 'Jones Ma', 'Zhang Yong Gang\nSupport Role', 'Zhou Ye\nMain Role'}",Chinese
A Love Never Lost (2021),Two & Half Stars,"Drama , Action , Drama , Friendship , Historical , Youth , Chinese | Episodes 44","After the Gengzi Kingdom changed, the land of China was devastated, and young people with aspirations rose up to save their homeland. Aristocratic youth Liang Xiang, revolutionary party Yang Kai Zhi, and Beiyang Wuyou Guardian Li Renjun became the first batch of progressive young people who went to Japan to study at a non-commissioned officer’s school. They met revolutionary exiles Yu Tian Bai and Qiu Hong on a cruise ship. Since then, the five people have been fatefully linked. Various ideological packages in Tokyo have struck, and they formed justice, pursued love, and struggled to revitalize China. After returning to China, Liang Xiang had ambitions to explore the way to prosper the country and strengthen the army, but was trapped in the whirlpool of power, full of enthusiasm and nowhere to display, and finally recognized the trend of the times and rose in seclusion. Kai Zhi's battle in Yanji defeated the arrogance of Japanese imperialism and was hailed as ""the hero of the border defense."" The revolutionary party, the constitutional faction, and the Beiyang faction continued to compete. During the Revolution of 1911, the revolutionary patriots fought bloody battles and overthrew the old order that had existed for thousands of years. Inspired by the new trend of thought, Qiu Hong, Yang Yi Fan, and others recognized the only way out for the Chinese nation in the ups and downs and continued to follow the revolutionary road of revitalizing China and rejuvenating the nation.","{'', 'Zhou You\nMain Role', 'Jiang Meng Jie\nSupport Role', 'Wang Zhen\nSupport Role', 'Qiao Zhen Yu\nGuest Role', 'Niu Jun Feng\nSupport Role', 'Liu Min Tao\nGuest Role', 'Wang Wei\nUnknown Role', 'Ying Zi\nSupport Role', 'Main Role', 'Jiang Han\nSupport Role', 'Shi Shi\nSupport Role', 'Zhou Yi Wei\nGuest Role', 'Hou Yong\nSupport Role', 'Zhang Yong\nUnknown Role', 'Huo Qing\nSupport Role', 'Zhu Ya Wen\nMain Role', 'Zhou Zhi\nSupport Role', 'Jiang Qi Tao\nUnknown Role'}",Chinese
Ink at Tai Ping (2021),Four Stars,"Drama , Crime , Drama , Suspense , Thriller , Chinese | Episodes 20","Taiping Street, a mysterious area without people, inside has always had its own set of rules to maintain the relationship between power and benefit. It looks peaceful from the outside, but the inside is darkness everywhere. And everything is started by Na Na, who wants to set up a tattoo shop on this street. Then begins casualties, vendettas, and the heartbeats to speed up, blood begins to bleed, and tears begin to fall. ","{'', 'Wong Kenny\nMain Role', 'Thor Lok\nMain Role', 'Tiger Yau\nSupport Role', 'Colin Chan\nSupport Role', 'Helen Tam\nMain Role', 'David Siu\nSupport Role', 'Kenneth Cheung\nSupport Role', 'Alex Lam\nMain Role', 'Cheung Deon\nSupport Role', 'Tommy Chu\nSupport Role', 'Faith Lee\nSupport Role', 'Eric Kwok\nSupport Role', 'Keung To\nSupport Role', 'Johnny Hui\nSupport Role', 'Support Role', 'Shirley Sham\nSupport Role', 'Elaine Ng\nSupport Role', 'Chau Chrissie\nMain Role'}",Chinese
Walking With You in This World (2020),Four Stars,"Drama , Drama , Chinese | Episodes 50",Walking With You in This World  ,not available,Chinese
Target Person (2020),Three Stars,"Drama , Crime , Mystery , Suspense , Chinese | Episodes 20",~~ An interactive miniseries of the Chinese reality show Who's the Murderer.,"{'Li Ze Lu\nUnknown Role', 'Xiao Xu\nMain Role', 'Deng Lun\nGuest Role', 'Zhang Yi Yang\nMain Role', 'Bai Jing Ting\nMain Role', 'Jiang Jian\nSupport Role', 'Vision Wei\nMain Role', 'Dai Lu Wa\nMain Role', 'Zhang Yu Jian\nMain Role'}",Chinese
Don't Mess With Girls (2021),Three Stars,"Drama , Comedy , Drama , Romance , Chinese | Episodes 24","Based on a webtoon, the story is about two people who suddenly turn into 12 yr olds every day for 12 hrs - except one transforms at 7am, the other at 7pm. ","{'Dong Li Wu You\nSupport Role', 'Song Will\nMain Role', 'Chen Peng\nUnknown Role', 'Gao Han Yu\nMain Role', 'Wang Zi Wei\nMain Role'}",Chinese
"Always Have, Always Will (2021)",Three & Half Stars,"Drama , Comedy , Drama , Romance , School , Youth , Chinese | Episodes 24","In the first year of high school, Fang Li, a young girl from a small town, became classmates with the school's smartest student, the cold face Luo Yan. At that time, Luo Yan was a nightmare for Fang Li. Three years later, they meet again at university. Luo Yan at this time can no longer remember the former Fang Li, but the battle between the Sunshine Girl and the Tsundere Demon continued. This pair of enemies experienced their best youth. Together they found the beauty lost in the hour, and work towards realizing their dreams. ","{'', 'Luo Yi\nSupport Role', 'Li Ge Yang\nMain Role', 'Chang Hai Bo\nSupport Role', 'Zhang Xing He\nSupport Role', 'Han Zeng Guang\nUnknown Role', 'Dawn Chen\nMain Role', 'Nate Gong\nSupport Role', 'Wen Mo Yan\nSupport Role', 'Cheng Shi Yu\nSupport Role', 'Xu Yu Lan\nSupport Role', 'Tong Yue\nSupport Role', 'Li Yang\nSupport Role', 'Wen Zheng Rong\nGuest Role', 'Tu Bin Bin\nSupport Role', 'Xu Ying Luo\nSupport Role', 'Support Role', 'Ren Yun Jie\nSupport Role'}",Chinese
Make My Heart Smile (2021),Three Stars,"Drama , Friendship , Romance , School , Youth , Chinese | Episodes 24","The story of a group of young college students meeting, forming new friendships, and falling in love while maturing and realizing their youth dreams under the encouragement of each other's company.","{'Luo Zheng\nMain Role', 'Ji Mei Han\nMain Role', 'Xi Dao\nUnknown Role', 'Wen Zhou\nSupport Role', 'Leo Li\nSupport Role', 'Poppy Mai Tong\nSupport Role', 'Chang Hua Sen\nSupport Role', 'Chen He Yi\nSupport Role'}",Chinese
A Love So Beautiful 2020 (2020),Three & Half Stars,"Drama , Comedy , Friendship , Romance , School , Youth , Chinese | Episodes 24","Cha Heon is a student at Chun Ji High School who has both good looks and brains. He appears to be a cold character, but he is actually someone with a warm heart who is awkward at expressing himself well. Shin Sol Yi is a bright and bubbly 17-year-old who has a crush on Cha Heon. She openly confesses her love to Cha Heon continuously, and she is a clumsy but lovable character. Woo Dae Sung is a talented swimmer who transfers to Chun Ji High School and falls for Shin Sol Yi. He does not express his feelings for her and quietly stays by her side. ","{'Seong Hye Min\nSupport Role', 'Jo Hye Joo\nSupport Role', 'Kim Yo Han\nMain Role', 'Yeo Hwi Hyung\nMain Role', 'So Joo Yeon\nMain Role', 'Yang Yoo Jin\nSupport Role', 'Jung Jin Hwan\nSupport Role', 'Park Ji Won\nSupport Role'}",Chinese
Dear Mayang Street (2020),Three Stars,"Drama , Drama , Historical , Life , Melodrama , Romance , Youth , Chinese | Episodes 37","Set during a time of reform in the 1980s, this is a story about youth and love that revolves around 6 families living on Mayang street in Guangzhou. Ou Xiao Jian is a bad boy who dates Ma Xiao Xiao, a school girl in the neighborhood. Yi Dong Dong has had a crush on Ma Xiao Xiao from the moment they met. The 18-year-old Yi Dong Dong moves with his family back to their hometown and falls in love at first sight for his neighbor Ma Xiao Xiao. When he realizes that she is attracted to his friend Xiao Jian, he kept his feelings to himself and protect her from a distance. Xiao Xiao is constantly worried for Ou Xiaojian who spends his time fooling around with other delinquents. Utterly exhausted due to the problems between them, Ma Xiaoxiao and Ou Xiaojian part ways. Later, Xiaoxiao becomes a lawyer and Dongdong passes the local civil service exams. Meanwhile, Xiaojian undergoes many ups and downs. ","{'', 'Hu Hao Bo\nSupport Role', 'Yu Xiang\nSupport Role', 'Li Nan\nSupport Role', 'Nate Gong\nSupport Role', 'Chang Kai Ning\nSupport Role', 'Xu Wei Zhou\nMain Role', 'Huang Ke Min\nUnknown Role', 'Chen Jin\nSupport Role', 'Tan Song Yun\nMain Role', 'Yu Xin Yi\nSupport Role', 'Coco Shi\nSupport Role', 'Gao Ming Qian\nUnknown Role', 'Support Role', 'Yu Fan\nUnknown Role', 'Niu Jun Feng\nMain Role', 'Luo Yi Nan\nSupport Role', 'Jiao Gang\nSupport Role', 'Ma Dong Yan\nSupport Role'}",Chinese
Vacation of Love (2021),Three Stars,"Drama , Comedy , Drama , Family , Life , Romance , Chinese | Episodes 35","Xu Ke Yi is an established manager. On New Year's Eve, she brings her artist Gao Jun Yu along with her to a resort for a performance. She thought that her ten years of the contribution could reap her a beautiful relationship, but she was sorely let down. While drinking alone at the beach, she meets Hou Hao, a man that has been watching silently over her. Suffering from the setbacks in her relationship and career, Xu Ke Yi finds herself healed from the warmth and comfort brought by Hou Hao. Also at the resort is Song Xiaoke and Chen Bin Bin, who has been married for years and has two children. Song Xiao Ke, who is now a strong career woman, can no longer stand Chen Bin Bin's idleness and decides to get a divorce. However, the couple has no choice but to put on a pretense due to their children and family. Chen Bin Bin, who regretted his rashness, tries his best to win back his wife. ","{'', 'Jiang Zi Xin\nSupport Role', 'Zhang Sukie\nUnknown Role', 'Yao Xiao Feng\nUnknown Role', 'Tu Ling\nSupport Role', 'Shao Bing\nGuest Role', 'Xie Yuan\nSupport Role', 'Zhou Cheng Ao\nSupport Role', 'Chen Xiao Yi\nSupport Role', 'Faye Yu\nGuest Role', 'Main Role', 'Da Long\nSupport Role', 'Support Role', 'Da Peng\nMain Role', 'Hu Jun\nSupport Role', 'Zhang Jing Chu\nMain Role', 'Li Ming Zhu\nSupport Role', 'Yao Chen\nMain Role', 'Zhang Bo Xin\nSupport Role'}",Chinese
By Stealth Like You (2021),Three Stars,"Drama , Drama , Romance , Chinese | Episodes 24",By Stealth Like You,{'Guo Jia Nan\nMain Role'},Chinese
Game Changer ( 2021 ) (2021),Three Stars,"Drama , Business , Drama , Romance , Chinese | Episodes 45","A story revolving around the crises in the public relations industry and the people whose lives intertwine because of it. Lin Zhong Shuo switched from an entertainment reporter to work at a PR firm. Tasked with sensitive and difficult-to-handle situations, he manages to avert crisis by playing his cards right. He helps his boss face off against his toughest enemy. He left the entertainment industry after an incident wherein he misreported the news. Innocent people got hurt and he has been blaming himself. He tries to make amends and atone for the mistakes of the past. He has two important women in his life - Yuan Wei and Xu Wen Wen. Through his journey, he gradually comes to realize who he truly loves. ","{'Wu Li Peng\nSupport Role', '', 'Fu Jing Ying\nSupport Role', 'Li Sha\nSupport Role', 'Jing Gangshan\nSupport Role', 'Nan Fu Long\nSupport Role', 'Zhu Hui\nSupport Role', 'Lei Han\nSupport Role', 'Meng Xiu\nSupport Role', 'Zhang Shi Hong\nSupport Role', 'Liu Yuan\nSupport Role', 'Guo Qiu Cheng\nSupport Role', 'Shu Yan\nSupport Role', 'Li Chun Yuan\nSupport Role', 'You Yong\nSupport Role', 'Li Qiang\nSupport Role', 'Men Dong Yi\nSupport Role', 'Shen Xiao Hai\nSupport Role', 'Zhao Cheng Shun\nSupport Role'}",Chinese
Dt.Appledog's Time (2021),Three Stars,"Drama , Comedy , Drama , Romance , Youth , Chinese | Episodes 38","Through his hard work and talent, Wu Bai managed to become the youngest star Player of the national robot competition. He formed a team and entered the final round of the competition, and on the same stage with him is Ai Qing, the person who initiated him into his passion. Both are determined to promote the popularization and application of technological robots in the younger generation group through the robot competition, which will accelerate the speed of the country's rejuvenation of science and technology. As competitors, Wu Bai's persistent and extraordinary talent attracts Ai Qing; while Ai Qing's passion toward her job, persistence in chasing her dreams and outstanding tactics also earned Wu Bai's respect. The two of them supported each other through the competition, and lead their respective team to victory. ","{'', 'Yuan Yu Han\nSupport Role', 'Pang Han Chen\nSupport Role', 'Ariel Ann\nGuest Role', 'Liu Shuai\nSupport Role', 'Xu Yao\nSupport Role', 'Xu Yang\nSupport Role', 'Lei Yin\nGuest Role', 'Main Role', 'Nina Wang\nSupport Role', 'Yu Zhong Zhong\nUnknown Role', 'Xu Le Wei\nSupport Role', 'Li Yi Tong\nMain Role', 'Support Role', 'Mo Bao Fei Bao\nUnknown Role', 'Yang Zi\nGuest Role', 'Zhao Xiao Lei\nUnknown Role', 'Huang Hai Bing\nSupport Role', 'Chun Paul\nSupport Role'}",Chinese
The Glory of Tang Dynasty (2017),Three Stars,"Drama , Adventure , Drama , Historical , Martial Arts , Romance , Chinese | Episodes 60","Tells the life of a woman, intelligent and kind, who becomes a concubine of the inner court while her love for the people enables her to do great things for the country. It's standard palace politics that we've all heard before but also the kind of story that can be so addictively good. ~~ It is a adapted from a novel by Cang Min Shui.","{'', 'Simon Li\nSupport Role', 'Liu Vivienne\nSupport Role', 'Yang Ming Na\nSupport Role', 'Mei Han\nSupport Role', 'Zhang Chun Zhong\nSupport Role', 'Qu Gang\nSupport Role', 'He Qiang\nSupport Role', 'Zhang Zhi Wei\nSupport Role', 'Lu Xing Yu\nSupport Role'}",Chinese
