Title,Rating,Genre,Description,Casts,Country
Deep in the Realm of Conscience (2018),Two & Half Stars,"Drama , Historical , Romance , HK | Episodes 36","During the reign of Emperor Shang of Tang, Steven Ma and Alice Chan stage a coup and execute the Empress (Michelle Yim) who was corroding the court system. They support Lee Lung Kei in reclaiming the throne. The palace appears to be returning to peace, but actually, the great waves are secretly approaching... On the court, the aunt-nephew camp of Alice and Steven begin to be divided and become like fire andwater! Within the inner palace, Steven's wife Nancy Wu and favourite concubine Chrissie Chau compete with their beauty and cannot get along. Fortunately, within the deceitful inner palace, there is rare integrity. The heroic and righteous imperial guards, Kenneth Ma and Edwin Siu, and the quiet and elegant department heads, Jacqueline Wong and Annie Liu, are four genuine people that decorate the gloomy and cold palace halls with a brush of romance and add a little mystery... Some people will give up everything for their most beloved, while others will give up their soul for power! A series of unsolved cases occur in the palace. Within the layers and layers of mystery is a long-kept secret. As it is slowly unraveled, it reveals humanity's deep thirst for power and wealth...","{'Wong Jacqueline\nSupport Role', 'Lo Candy\nSupport Role', 'Liu Annie\nMain Role', 'Wu Nancy\nMain Role', 'Ma Kenneth\nMain Role', 'Chan Alice\nSupport Role', 'Ma Steven\nMain Role', 'Siu Edwin\nMain Role', 'Chau Chrissie\nSupport Role'}",HongKong
Lo and Behold (2018),Three Stars,"Drama , Sitcom , Supernatural , HK | Episodes 350+","Hung Sue Gan starting from the bottom, established his own logistics company, which is now running smoothly. His only concern now are his three daughters. His eldest daughter has immigrated overseas. His second daughter Hung Yeuk Shui has reached the marriageable age, but has no hopes for marriage anytime soon. She is constantly bickering with her younger sister Hung Sum Yue, who is an honour student, over trivial matters, causing their father to not know whether to laugh or cry. Hung Sue Yan, Hung Sue Gan's brother, moves in with the family, temporarily ending his life as a nomadic photographer. He joins Hung Yeuk Shui's company and encounters Ko Pak Fei, the director of an online shop. The two appear to be former lovers, making for lots of laughter. Since Hung Sue Yan moved in, a series of strange events have occurred in the family. Upon investigation, the source is traced to Lung Ging Fung, a promising young man who is the son of department store mogul Lung Gam Wai. Unfortunately, Lung Ging Fungdied in a car crash and Hung Sue Yan recorded the important moment, thereby turning everything on its head for his ordinary family...","{'', 'Chow Kalok\nGam Sing On\nMain Role', 'So Andrea\nHung Sum Yue\nMain Role', 'Law Lok Lam\nLung Gam Wai\nSupporting Role', 'Tong Angela\nKo Pak Fei\nMain Role', 'Cheng Hoffman\nSupporting Role', 'Sinn Pal\nHung Sue Yan\nMain Role', 'Tang Joyce\nHung Sheung Sin\nMain Role', 'Main Role', 'Chan Andrew\nLung Ging Fung\nMain Role', 'Ma Mark\nChun Bok Si\nMain Role', 'Lui Koni\nHung Yeuk Shui\nMain Role', 'Lau Dan\nHung Sue Gan\nMain Role'}",HongKong
The Gentle Crackdown (2005),Three Stars,"Drama , Comedy , Drama , Historical , Romance , HK | Episodes 20","But Sup Yee Ma keeps that identity a secret after she left the martial arts world. Sup Yee Ma would look after Sup Yee Muo because Sup Yee Muo would always run into trouble. One day, Sui Dong Lau shows up and becomes the righteous magistrate at her city and they wouldwork together with Si Kei Wong to solve funny mysteries.","{'', 'Hui Benz\nLo Chou\nSupport Role', 'Si Liu Si\nSupport Role', 'Chiu Candy\nYeurng So\nSupport Role', 'Tam Halina\nLuk Sau Gu\nSupport Role', 'Wong Hugo\n(Ep.15)\nGuest Role', 'Chu Mimi\nSi Liu Si\nSupport Role', 'Lai Wayne\nSi Kei Wong\nSupport Role', 'Support Role', 'Yim Michelle\nGam Ying\nSupport Role', 'Cheung Deon\nMa Si Ye\nSupport Role', 'Chan Moses\nSui Dong Lau\nMain Role', 'Cai Guo Qing\nSupport Role', 'Yuen Wah\nLuk Jin\nSupport Role', 'Ma Si Ye\nSupport Role', 'Chow Niki\nLuk Sup Yee\nMain Role', 'Lee Johnson\nMok Dai Mo\nSupport Role'}",HongKong
Fantasy Hotel (2005),Three Stars,"Drama , Comedy , HK | Episodes 20","Hong Kong's top tour guide Experience the ups and downs of life in a hotel There are three tour guides, Kam Ji-Kit (Michael Tao), Yung Ka-Man (Melissa Ng), and Hon Shan (Wayne Lai) lead tours from mainland china. One day, unexpectantly, a friend Kam Kong-Hoi (Wu Fung), gives them his hotel to take care of. Suddenly, the three are bosses and need to improve the hotel for the sake of their friend.Along the way, Ka-Man develops feelings for Ji-Kit, but because of a misunderstanding, she tries to stop her growing feelings for him. When Ji-Kit eventually finds out how Ka-Man feels towards him, he tries to court her but Ka-Man is too afraid of getting hurt.","{'', 'Wu Bowie\nGum Kong Hoi\nMain Role', 'Chung Eric\nKo Hong\nSupport Role', 'Chu Candy\nYung Ka Kei\nSupport Role', 'Wong Ben\nAlex/ Au Ngah Lik\nSupport Role', 'Tao Michael\nKam Ji Kit\nMain Role', 'Dai Andy\nSam Wing Sing (John)\nSupport Role', 'Support Role', 'Kwong Chor Fai\nChau Siu Lung\nSupport Role', 'Tong Michael\nKo Cheung\nMain Role', 'Leung Davily\nDong Nei\nSupport Role', 'Ma Celine\nCheung Suk Han\nSupport Role', 'Lai Wayne\nHon Shan\nMain Role', 'Ng Melissa\nYung Ka Man\nMain Role', 'Tong Angela\nChan Kiu Cho\nMain Role', 'Cheung Suk Han\nSupport Role', 'Cheng Hoffman\n(Male Visitor)\nSupport Role'}",HongKong
Daddy Cool (2018),Three Stars,"Drama , Comedy , Drama , HK | Episodes 35",,"{'Lai Wayne\nMain Role', 'Lin Rosina\nMain Role', 'Huynh Stephen\nSupport Role', 'Law Helena\nSupport Role', 'Chan Joel\nSupport Role', 'Lai Chris\nSupport Role'}",HongKong
The Trading Floor (2018),Two & Half Stars,"Drama , Business , Thriller , HK | Episodes 5","A story that follows a team of experts engaged in a war of money in the Hong Kong financial market. Ye Bao and Wei Hang have a mentor and disciple relationship. Both dreamed of creating CASH1.0 to safeguard the integrity of the financial markets. However, an incident turns them against each other. Ten years later, CASH 2.0 is introduced and sets the stage for a high-stakes trading game fueled by greed, ambitionand vengeance.","{'Ng Francis\nYe Bao\nMain Role', 'Yu Nan\nSupport Role', 'Jiang A-Joe\nSupport Role', 'Chang Joseph\nWei Hang\nMain Role'}",HongKong
Flying Tiger (2018),Three Stars,"Drama , Action , Crime , HK | Episodes 30","Summer hot, hot hot! Shaw Brothers play ""Flying Tigers"" a public actor Miao Qiaowei, Huang Zongze, Wu Zhuoxi, Zhang Zhaohui, Gao Haining, who in recent days in the Saigon studio wore the sun to shoot. Today, there are 33 degrees high temperature, body temperature is like 40 degrees, vegetarian enterprises already feel like dry steam, not to mention a public actor buried buried high density, very heat-absorbing Flying Tigers uniforms, with buried super-noise helmet, , There is a potential crisis of heat stroke, really admire them.","{'Leung Oscar\nUnknown Role', 'Wong Hugo\nUnknown Role', 'Ng Hugo\nUnknown Role', 'Ng Ron\nMain Role', 'Miu Michael\nMain Role', 'Wong Michael\nUnknown Role', 'Wong Bosco\nMain Role'}",HongKong
Stealing Seconds (2018),Three Stars,"Drama , Comedy , Romance , HK | Episodes 20","What can a kiss be rewritten? A mother’s goodbye, Zeng Zunren, who had died in the second, was miraculously alive. A first-aid kiss, ambulanceman Cheng Minqi made Dongren able to renew his life, let him know that he had the ability to steal time, and let Min Qi fall asleep for two days, missed his wedding, and his fiancé was still strangely missing! A borrowed kiss that senses each other’s thoughts and feelings at the same time makes Dongren climb to the peak of his career and is able to assist people around him to rewrite his destiny: to improve the father-daughter relationship between father and mother Zhang Chaoan, and to stimulate the fighting spirit of Luo Ruinan... a final The kiss of renewal is also a life-threatening kiss for the lover Min Chi. How will Dong-jen decide? Planning company executive Zeng Dongren (Yuan Weihao) was oppressed by the boss to cope with demanding and coping with subordinate grievances. He was struggling every day for heavy work until he was almost chopped to death. Fortunately, ambulanceman Cheng Minqi (Tang Shichi) rescued him with artificial respiration, and later learned that he would continue his life. To rely on kissing to steal other people's time, he made good use of this advantage and had a major reversal in work, affection, and friendship. Unfortunately, Min Qi suffered a heavy price because of his heavy price, and the wedding was out of contract. The fiancé Zhou Dezhao (Yang Chaokai) also had no reason. Missing. Dong Ren regained his ambition to help Min Qi and took over Deke’s coffee shop business. He not only got acquainted with the barista Luo Ruinan (Hu Hongxu), but also met his childhood friend Mo Xilian (Zhu Chenli). There was no shortage of Xi Lian who taught pole dancing. Minister, only a soft spot for Dong Ren, but Dong Ren carrying the continuation of the burden and the sensitive feeling of the day, fell into the bitter love can not love ... ...","{'Wu Hubert\nSupport Role', 'Wong Geoffrey\nSupport Role', 'Zhu Rebecca\nSupport Role', 'Huynh Stephen\nSupport Role', 'Yuen Benjamin\nMain Role', 'Tong Natalie\nMain Role', 'Chiu Candice\nSupport Role', 'Lam Alex\nSupport Role', 'Lai Winki\nSupport Role'}",HongKong
Threesome (2018),Three & Half Stars,"Drama , Drama , Romance , HK | Episodes 18","As a modern person who is about to breathe thousands of yuan in space, we know that mental illness is very common and is no longer strangers to depression and mental disorders. However, there is little contact with such diseases as ""multiple personality."" The new drama, ""Three Women, One Cause,"" was played by a beautiful actress, Wong Chi Man. A woman lawyer with three personalities turned her face day by day to make a court appearance in the courtroom. The three goddesses, namely Sonny Chan, Chan Chi Sun and Kwok Tsz Ho, , Coupled with a new mix of Wong Fook Yee, Sun Hsi-snow, Lin Hsiu-kit, Lam King-cheng, Chow Chin-won, Li Bi-ki, Tsang Wai-kuen, and Chung Chi Kwong. Yeah, who actually does not point out ""mental illness"" today? Relax, February 18, every Sunday pottery drama two hours, the disease to shallow Chinese medicine!","{'', 'Wong Mandy\nFong Yi Yan/ ""Evie""/Pina Colada/A Sau\nMain Role', 'Wong Gigi\nMain Role', 'Jun Wa Gun\nSupport Role', 'Lam King\nSupport Role', 'Hui Jack\nFong Cheng\nSupport Role', 'Suen Snow\nSupport Role', 'Lo Mei Lung\nSupport Role', 'Koo Jerry\nSupport Role', 'Chiu Raymond\nChuk Choi Lei\nSupport Role', 'Lee Joseph\nAu Yeung Yat Bo\nSupport Role', 'Chow Doris\nLei Dung Yau\nSupport Role', 'Lau Hoi Lun\nSupport Role', 'Yuen Benjamin\nMain Role', 'Leung Lily\nFan Lan Sai\nSupport Role', 'Lam Kirby\nLei Dung Ling\nSupport Role', 'Chan Jason\nMain Role', 'Chung Eric\nLei Sing Keung\nSupport Role', 'Chau Daniel\nChi Yau Man | Chi Yau Cheung\nSupport Role', 'Lo Henry\nDik Wan Man\nSupport Role', 'Chow Ice\nChan Joi Jo / ""Gloria""\nSupport Role'}",HongKong
Apple-Colada (2018),Three Stars,"Drama , Comedy , HK | Episodes 30","Candy Bar in the rivers and lakes sister"" Department of microphone is looking forward to it? This drama tells the story of a group of women strongman in the column of fighting, including the bright spot on the stem of the drama pride generous actress friends. As a performance column bar owner ""Minibus"" Cen Li Hong while filming, Zhong steal school 咗 啲 fruit bar small knowledge.","{'Li Eric\nUnknown', 'Lau Moon\nUnknown', 'Wong Raymond\nUnknown', 'Yeung Matt\nUnknown', 'Sam Eliza\nUnknown', 'Lam Alex\nUnknown', 'Chan Alice\nUnknown', 'Yiu Elaine\nUnknown'}",HongKong
Apple-Colada (2018),Three Stars,"Drama , Comedy , HK | Episodes 30","Candy Bar in the rivers and lakes sister"" Department of microphone is looking forward to it? This drama tells the story of a group of women strongman in the column of fighting, including the bright spot on the stem of the drama pride generous actress friends. As a performance column bar owner ""Minibus"" Cen Li Hong while filming, Zhong steal school 咗 啲 fruit bar small knowledge.","{'Li Eric\nUnknown', 'Lau Moon\nUnknown', 'Wong Raymond\nUnknown', 'Yeung Matt\nUnknown', 'Sam Eliza\nUnknown', 'Lam Alex\nUnknown', 'Chan Alice\nUnknown', 'Yiu Elaine\nUnknown'}",HongKong
Birth of a Hero (2018),Two & Half Stars,"Drama , Historical , Martial Arts , HK | Episodes 20","Edwin Siu, a storyteller who does not know martial arts, and Grace Chan, a former Eastern Depot official who had a change of heart and is skilled in martial arts, cannot stand to see this ""plastic"" version of wulin. They unite to lead a group of heroes who are past their prime to stand up again and save wulin together! With a non-traditional wuxia world as the background, a series that is appropriate for ancient and modern times, it is humorous and will make people think back and smile.","{'Chan Grace\nMain Role', 'Kan Rachel\nMain Host', 'Tam Gary\nMain Host', 'Tong Roxanne\nMain Host', 'Yeung Harriet\nMain Host', 'Chak Tyson\nMain Host', 'Wong Ben\nMain Role', 'Cai Guo Qing\nSupport Role', 'Siu Edwin\nMain Role'}",HongKong
Birth of a Hero (2018),Two & Half Stars,"Drama , Historical , Martial Arts , HK | Episodes 20","Edwin Siu, a storyteller who does not know martial arts, and Grace Chan, a former Eastern Depot official who had a change of heart and is skilled in martial arts, cannot stand to see this ""plastic"" version of wulin. They unite to lead a group of heroes who are past their prime to stand up again and save wulin together! With a non-traditional wuxia world as the background, a series that is appropriate for ancient and modern times, it is humorous and will make people think back and smile.","{'Chan Grace\nMain Role', 'Kan Rachel\nMain Host', 'Tam Gary\nMain Host', 'Tong Roxanne\nMain Host', 'Yeung Harriet\nMain Host', 'Chak Tyson\nMain Host', 'Wong Ben\nMain Role', 'Cai Guo Qing\nSupport Role', 'Siu Edwin\nMain Role'}",HongKong
Watch Out Boss (2018),Three Stars,"Drama , Comedy , HK | Episodes 20","fashion urban TV drama, by Chen Huishan, Huang Zhixian, Fan Yimin, Li Zixiong, Li Jiaxin and Zhao Xiluo starring, edited by Zhong Ruoshi, supervised Guan Yongzhong. The show is a farewell for the nine-year farewell and 8-year farewell for the TVB service.","{'Ho Lily\nUnknown Role', 'Cheung Steven\nUnknown Role', 'Lam Wingto\nOn Bou Ka\nSupporting Role', 'Hung Tony\nUnknown Role', 'Wong Ben\nUnknown Role', 'Kan Jessica\nSupporting Role', 'Chan Flora\nUnknown Role', 'Lee Ali\nUnknown Role', 'Lee Becky\nUnknown Role'}",HongKong
Come With Me (2016),Three Stars,"Drama , Comedy , HK | Episodes 20","Sex counselor Mok Tai Hung and sex therapist Lam Ching Yee have been dating for five years. The two love each other very much and want to take their relationship to the next step by getting married. But Ching Yee's strict and conservative mother Liu Doi Lam, is highly against them being together due to Tai Hung's financial status, him being a bit older than her daughter and also him having a son from a previous relationship. Tai-hung puts up with Ching Yee's mother bias of him and hopes she will come around one day. After the two are married they still find roadblocks in their relationship as Tai Hung constantly has to put up with his new mother-in-law to show he is the perfect son-in-law. While Ching Yee has to adjust to life at Tai Hung's family home and tries not to offend her mother-in-law who overly tries to be helpful but only makes matters worst. Tai Hung's immature friend Kam Cheung once lived an affluent life, until he was swindled out of his inheritance. Now he lives a desolated life in a small rundown apartment where he can't even afford to pay his electric bill. When he cons Tai-hung's equally immature younger sister Mok Siu-tou into lending him money to start his underwear business, he didn't expect her to cling onto him until he repays her. Tai-hung helps Cheung repay his debt to Siu-tou, Cheung does not learn his lesson and uses Siu-tou's identity as a co-signer when he takes out a loan from loan sharks. Meanwhile Ching-yee's uncle Liu Chun-cheung, who is in his late middle age is getting married for the first time. His much younger newly wed wife Tong Tim-tim just immigrated to Hong Kong from mainland China, not long after marrying Chun-cheung. Ching-yee's mother Liu Doi-lam. who has taken care of her dependent older brother all her life does not trust Tim-tim and is afraid that Tim-tim will con her brother, even when the entire family tells her, Chun-cheung doesn't have anything worth conning. The problem with Chun-cheung and Tim-tim's marriage is, he finds himself unable to keep up with his wife's sex drive as she wants to have intimacy every night. Even with the help of his friends in helping him avoid having sex with his wife each night, Chun-cheung finds himself unable to resist Tim-tim when she is in costume for foreplay. At Ching-yee's younger sister's high school, extreme conservative literature teacher To Tak-kee, feels that all the students should be like him, remain a virgin until marriage. When he sees students from his ultra conservative all girls school mingle with the opposite sex from another school he goes as far as to stalk them after school and then telling them to stop seeing the male students from the other school or else he will tell their parents. When Tak-kee finds out that fellow teacher Emma Chung lives a promiscuous life outside of work he threatens to tell the school principle. Emma won't allow him the chance to tell the principle about her secret lifestyle, when she tries to seduce him and then uses that against him.","{'', 'Wong Grace\nChung Ying Man / ""Emma"" / Dan Dan\nMain Role', 'Cheng Hoffman\nWing Ho\nSupporting Role', 'Kong Elena\nMok Siu Tou\nMain Role', 'Law Helena\nLee Ho\nSupporting Role', 'Sum Sammy\nTo Tak Kee\nMain Role', 'Cheung Eddie\nMok Tai Hung\nMain Role', 'Chung Kayley\nFung Mei Jan\nSupporting Role', 'Lam Kirby\nSuk Guen\nSupporting Role', 'Chan Gloria\nLam Ching Si / ""Ceci""\nSupporting Role', 'Lo Angelina\nLiu Doi Lam\nSupporting Role', 'Lam Si Yuen\nSupporting Role', 'Chan May\nTong Tim Tim\nMain Role', 'Chow Doris\nCheung Lei Chi\nSupporting Role', 'Chan Sharon\nLam Ching Yee\nMain Role', 'Chan Christy\nLee Hiu Fei\nSupporting Role', 'Yuen Louis\nKam Cheung\nMain Role', 'Hui Benz\nLiu Chun Cheung\nMain Role', 'Diana\nSupporting Role', 'Wan Alan\nOtto\nSupporting Role', 'Dai Lai Sa\nSupporting Role', 'Suen Snow\nLiu San / ""Elaine""\nSupporting Role'}",HongKong
The Forgotten Valley (2017),Three Stars,"Drama , Drama , HK | Episodes 20","In the early years of the Republic of China, in a remote, backwards-thinking village - Safety Valley - women have always been bullied by men due to a male chauvinist feudal philosophy. A couple that has been influenced by Western thinking return to Safety Valley, hoping to change and build their hometown. Unfortunately, they encounter a clash between the old and new ways of thinking and face many difficulties. They get embroiled into a mysterious ghost bride murder case. Behind the kidnapping and murder case, there is a group of women who have been oppressed by men in power. They have secretly united to carry out a revenge mission.","{'', 'Chan Grace\nMain Role', 'Kung Katy\nSupporting Role', 'Lau Kong\nSupporting Role', 'Zhu Rebecca\nSupporting Role', 'So Louisa\nMain Role', 'Tam Zoie\nSupporting Role', 'Main Role', 'Yuen Louis\nSupporting Role', 'Chan Jeannie\nSupporting Role', 'Wong Raymond\nMain Role', 'Wai Willie\nSupporting Role'}",HongKong
Heart and Greed (2017),Three Stars,"Drama , Drama , Romance , HK | Episodes 40","Heart of Greed III describes two families with Hong Kong characteristics. On one hand, there is the British-style noble family, who immigrated over a hundred years ago during colonial times, They are blue-blood, disconnected elites - the true upper class, represented by the elegant British black tea. On the other hand, there is the grassroots, grounded family, who became rich due to the opportunities of the era and their fighting spirit. Theyare represented by the ordinary Hong Kong-style milk tea. By chance, the two families undergo a commercial merger. Their traits, preferences, education and quality are completely uncoordinated and do not fit together. One side speaks Oxford English, while the other side speaks colloquialism. One side must descend from the upper class to the lower class. The other side uses money to build an air of nobility and learns to be part of the upper class. Both types of families are considered to be the essence of Hong Kong culture. Their incompatibilities make for jokes, but also show the ugliness of humanity. In the end, the ""grounded"" family falls apart internally, with the head of the family toppled, siblings becoming rivals, and uncle and nephew in confrontation. It sets off another big storm. But there is still love in the world. After the storm, repentance is accepted and the conclusion of everything is motto of this series: ""Using family as the basis, using love to surround the family.""","{'', 'Ma Steven\nLei Ming Gei\nGuest Role', 'Chow Chung\nYue Hok Dak\nSupport Role', 'Chan Jason\nYeung Man Jun\nSupport Role', 'Wong Vincent\nWong Wai Ga / ""Kyle""\nMain Role', 'Chong Jacquline\nNga Lei Saan\nSupport Role', 'Yuen Louis\nLeung Jaan\nMain Role', 'Yue Sau Wai\nMain Role', 'Ling Sing Fung\nMain Role', 'Chan Sharon\nWong Yi Oi\nMain Role', 'Tong Michael\nJeng Lap On\nSupport Role', 'Wang Liza\nHeung Ching Yi\nGuest Role', 'Leung Lily\nBo Wan Kam\nSupport Role', 'Lee Joseph\nHui Nga Lun\nSupport Role', 'Wong Priscilla\nFong Hei Man\nMain Role', 'Lee Louise\nLing Lai Ying\nMain Role', 'Cheng Yumiko\nCrystal\nGuest Role', 'Law Lok Lam\nJeng Sai Hung\nSupport Role', 'Leung Sun Wa\nMain Role', 'Chiang Ram\nChan Ji Ming\nSupport Role', 'Ng Carlo\nLo Sun Ho\nSupport Role', 'Wong Ben\nSung Yau Gei\nGuest Role'}",HongKong
My Ages Apart (2017),Three Stars,"Drama , Comedy , Drama , HK | Episodes 50","Following a strange incident, banking industry star Bobby Au-Yeung suddenly turns into post-90s youth James Ng! He meets Louis Cheung, who experienced the same transformation, and James' aunt Maggie Siu, whom he lives with. Bobby watches as his former apprentice Moses Chan tries to climb into the upper class society by becoming involved with his wife Kristal Tin and socialite Ali Lee. Bobby vows to defeat Moses using James' identity and make a comeback in the banking industry!","{'', 'Tin Kristal\nMain Role', 'Ng James\nSupporting Role', 'Tam Zoie\nSupporting Role', 'Lee Ali\nMain Role', 'Chan Vicky\nUnknown Role', 'Cheung Louis\nMain Role', 'Kong Elena\nSupporting Role', 'Hui Benz\nSupporting Role', 'Kwan Eddie\nSupporting Role', 'Chiang Angel\nSupporting Role', 'Chong Jacquline\nSupporting Role', 'Kong Kaman\nSupporting Role', 'Kung Katy\nSupporting Role', 'Shiu Maggie\nSupporting Role', 'Hu Paisley\nSupporting Role', 'Chan Moses\nMain Role', 'Yim Michelle\nSupporting Role', 'Supporting Role', 'Au Yeung Bobby\nMain Role'}",HongKong
Nothing Special Force (2017),Three Stars,"Drama , Comedy , Crime , Investigation , HK | Episodes 20","ME Inspector Ben Wong enjoys the slow-paced life. When he meets the impatient and pregnant Mandy Wong, they naturally clash. Former undercover C Kwan has been lazy on the ME unit for many years. When he re-encounters his first love Jacqueline Wong, will it reignite his spirit? As the ME read moreunit handles bizarre cases, there is tears among laughter.","{'Wong Jacqueline\nSupporting Role', 'Wong Geoffrey\nSupporting Role', 'Wong Mandy\nMain Role', 'Wong Ben\nMain Role', 'Lee Joseph\nSupporting Role', 'Fan Amy\nSupporting Role'}",HongKong
The Exorcist's Meter (2017),Three Stars,"Drama , Comedy , Fantasy , HK | Episodes 21","Temperamental doctor Mandy Wong is mysteriously hit by a truck and has an out-of-body experience. In order to save his crush, Kenneth bravely forges into ""supernatural space"" with the help of supernatural show host, Moon Lau. A serial murder case has occurred in the city. The perpetrator is surprisingly police officer Hugo Wong... Are people hard to predict or was he influenced by demons? Those who have the luck to ride in this ""descending demons taxi"", fasten your seat belts as it takes you to explore different urban legends and supernatural spaces. It is exciting yet heart-warming to follow this odd pair, Kenneth and Mandy, as they fight demons.","{'Tse Susan\nSupport Role', 'Yuen Kitty\nSupport Role', 'Wu Hubert\nMain Role', 'Ma Kenneth\nMain Role', 'Wong Hugo\nMain Role', 'Wong Mandy\nMain Role', 'Chiang Ram\nSupport Role', 'King Kong\nSupport Role', 'Lau Moon\nMain Role'}",HongKong
Oh My Grad (2017),Three Stars,"Drama , Comedy , HK | Episodes 30","He winds up returning to the rundown college that his parents had established, beginning a new chapter of his educational career. He encounters all types of students, along with a difficult-to-handle tiger read moremom Ada Choi, making the college's final year both splendid and plagued with misfortunes.",not available,HongKong
Line Walker: The Prelude (2017),Three Stars,"Drama , Action , Crime , Drama , HK | Episodes 30","In 2010, Cheuk Hoi secretly travels to Bangkok to conduct a drug operation with his undercover agents in Thailand. As they finish their mission and are about to leave Thailand, an explosion causes all of Michael's undercover agents to die in a sea of fire. At the same time, Michael's good friend, CIB Inspector Eddie Cheung, is killed for unknown reasons, leaving Michael in charge of a female cop who is not yet officially an undercover. Michael knows that Eddie still has undercover agents whose identities have been deleted. To learn the truth about Eddie's death, Michael must find all of the undercovers. He and Priscilla begin to search for the undercover agents.","{'Chau Pakho\nUnknown Role', 'Yuen Benjamin\nChui Tin Tong\nUnknown Role', 'Chan Alice\nLau Gam Ying\nUnknown Role', 'Wong Priscilla\nJeng Suk Mooi\nUnknown Role', 'Mak Louisa\nYeung Wing\nMain Role', 'Miu Michael\nCheuk Hoi\nMain Role', 'Ngai Nathan\nUnknown Role', 'Chan Moses\nNgai Dak Sun\nUnknown Role', 'Hsuan Jessica\nSi Ga Lei\nUnknown Role'}",HongKong
OCTB (2017),Three Stars,"Drama , Comedy , HK | Episode 30","Undercover detective Chen Fengxiang in a crack after a large group of cadres transferred to civilian, but in eight years after being anti-black group to recapture. As the current rivers and lakes on the most troublesome triad leader is Chen Fengxiang then younger brother Zhang Zhiqiang, Chen Fengxiang re-out of the ""rivers and lakes."" He joined Zhang Shaojun led by the anti-black team and the new villain to start dealing with the hands of the old friends and enemies, which makes Chen Fengxiang once dilemma. There are three years since the return of Hong Kong, gangs intend to take advantage of a big ticket. Chen Fengxiang in the investigation of a case of the disappearance of the leader, but found a century of Hong Kong triad history of the shaking big conspiracy.",not available,HongKong
Nezha and Yang Jian (2017),Three Stars,"Drama , Comedy , Fantasy , Historical , HK | Episodes 40","Chen Tong Guanjun Li Jing wife pregnant three years, but gave birth to a shaped meatball, from which a handsome young boy jumped out. Li Jing that demon want to beheaded, his wife stopped, to the juvenile named us. Everyone has a variety of abilities, by the people around as monsters, discriminated against. Troubled Li Jing to the East China Sea sent to the Qingxiang other homes, here is the Dragon King opened a special school, where there are from all sides of the arts and craftsmen of the juvenile and weird old man Jiang Ziya. One day and his friends in the sea to save the siren catch up with the girl Daji, immediately become friends. But did not expect Daji was sealed with demon king Jin Chan bite soul jade nine tail fox possessed, in order to improve the skill to absorb people's soul, she killed by Zhou Zhou innocent innocence, us and friends to find the original kindness Of Daji sister and meet new adventures and challenges.","{'Chung Linda\nMain Role', 'Gao Yun Xiang\nMain Role', 'Wong Cho Lam\nMain Role', 'Ying Er\nMain Role'}",HongKong
The Tofu War (2017),Two & Half Stars,"Drama , Drama , Family , HK | Episodes 20","The traditional soybean industry in Hong Kong increasingly declining, thanks to the director Xiao Xiuqiong ((Xue Jiayan ornaments) has been insisted, Dingfu and soybean products factory can be robust operation. Soybean products factory small Dongxu Zhang (Zhang Hong) decorated to take over the family after the determination of reform, And invited friends Wang Zhaoming (Li Nuo Yi ornaments) to join the deputy manager, Zhaoming at the same time as Xiu Qiong's boss. Zhao Ming dissatisfied big manager Xiuqiong in the factory monopoly power, and often cover the repeated mistakes of the staff painted Veyron (Lin Jiahua ornaments) And the other side of the car, Xiu Qiong has always pursued the old school management, but also dissatisfied with the trillion Ming system of change is humane disappear, but also that Zhaoming is a clear and assassination of the strength of the ""shoes"" Veyron confrontation with Zhao-ming and Chang sinus, the formation of two formation.","{'Yeung Griselda\nSupporting Role', 'Lam Dominic\nSupporting Role', 'Tong Roxanne\nSupporting Role', 'Yiu Elaine\nMain Role', 'Sit Nancy\nMain Role', 'Cheung Jonathan\nSupporting Role', 'Lai Chris\nMain Role'}",HongKong
The Unholy Alliance (2017),Three Stars,"Drama , Action , Thriller , HK | Episodes 28","Ruco Chan discovers his real identity as a result of an attack and is forced into the scheming world of power. The leader of a powerful corporation, Nina Paw, is forced to give up her biological son Ruco in order to protect her family. Female bodyguard Nancy Wu receives orders to protect Ruco, while Nina's adoptive son Joel Chan falls in love with Elaine Yiu, the daughter of the rivaling family. The love and animosity creates a story of blood and tears.","{'Yiu Elaine\nWai Yi Yau ""Kate""\nMain Role', 'Lam Alex\nSupporting Role', 'Lam Bella\nLaw Ho Yee ""Chloe""\nSupporting Role', 'Kwok Samuel\nWai Lui\nSupporting Role', '', 'Ngo Pierre\nSupporting Role', 'Leung Oscar\nSupporting Role', 'Au Jimmy\nYik Fung\nSupporting Role', 'Paw Hee Ching\nLing Hung\nSupporting Role', 'Hon Mary\nSupporting Role', 'Chan Joel\nLing Tsin Yau ""Kent""\nMain Role', 'Chan Ruco\nKo Chi Kit\nMain Role', 'Huynh Stephen\nSupporting Role', 'Wu Nancy\nYuen Tsing Yan\nMain Role', 'Ng Carlo\nSupporting Role'}",HongKong
